CodINSEE5n;LibCommune;IRIS;LIBIRIS;LAB_IRIS;P11_FACT1524;P11_FACT2554;P11_FACT5564;P11_HACT1524;P11_HACT2554;P11_HACT5564;Geo Shape;geo_point_2d
49007;ANGERS;490070106;Boisnet;1;384;550;48;317;581;53;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5546364977, 47.4778912693], [-0.5548506114, 47.4775531319], [-0.5554380797, 47.4767332243], [-0.5559152072, 47.4761131203], [-0.5578968467, 47.4735349288], [-0.5581559147, 47.4732738036], [-0.55830603, 47.473152974], [-0.5582921091, 47.4731434876], [-0.5571346827, 47.4723859141], [-0.5567406208, 47.472135742], [-0.5565319836, 47.4720159661], [-0.5563011592, 47.4719022744], [-0.5561510252, 47.471842885], [-0.5559669947, 47.4718133659], [-0.5555268857, 47.4717700442], [-0.5553140479, 47.4717269868], [-0.5551278672, 47.471665093], [-0.5547751738, 47.4715172756], [-0.554386542, 47.4712885561], [-0.5543404095, 47.4713142943], [-0.5538831686, 47.471593177], [-0.5533916662, 47.4718965319], [-0.5527991312, 47.4722795609], [-0.5524082014, 47.472536589], [-0.5521179858, 47.4727292681], [-0.5509383748, 47.4735582176], [-0.5508520644, 47.4736194213], [-0.5506309988, 47.4737928659], [-0.5501185863, 47.4742022699], [-0.5495501795, 47.4746692461], [-0.5498202153, 47.475093529], [-0.549284273, 47.4753288367], [-0.5490780936, 47.4754063093], [-0.5487768291, 47.4754127924], [-0.549374708, 47.4756702914], [-0.5502136739, 47.4760357722], [-0.5507817295, 47.4762842622], [-0.5539725707, 47.4776006706], [-0.5546364977, 47.4778912693]]]}";47.4744811765,-0.553843932736
49007;ANGERS;490070110;Joachim du Bellay;1;113;340;68;106;355;95;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5486650532, 47.4650717776], [-0.5463194255, 47.4652676359], [-0.5451182128, 47.4653682145], [-0.5425492768, 47.4655834141], [-0.5398746457, 47.4658080792], [-0.5373578217, 47.4660080615], [-0.5368957516, 47.4660536444], [-0.536392808, 47.4661040719], [-0.5363756869, 47.4661063944], [-0.535797846, 47.4661897321], [-0.5360481567, 47.4662776404], [-0.5352174742, 47.4663956901], [-0.53424297, 47.4665694633], [-0.5340678185, 47.466613529], [-0.5361894197, 47.4673294102], [-0.5369571162, 47.4672835524], [-0.5386372435, 47.4678533171], [-0.541687907, 47.4688913664], [-0.5428571487, 47.4692900963], [-0.5441520108, 47.4697192304], [-0.5441917854, 47.4696576467], [-0.5442663992, 47.4696004085], [-0.5446812782, 47.4693435795], [-0.5465192687, 47.4679620898], [-0.548600554, 47.4651611498], [-0.5486650532, 47.4650717776]]]}";47.4670613145,-0.542411104246
49007;ANGERS;490070107;Ralliement;1;203;351;69;248;409;44;"{""type"": ""Polygon"", ""coordinates"": [[[-0.545244339, 47.4738903969], [-0.5454050774, 47.473949477], [-0.5455372479, 47.4739986143], [-0.5457110563, 47.4740744164], [-0.5459727905, 47.4741934944], [-0.5467526353, 47.4745499873], [-0.548516588, 47.4752963781], [-0.5487768291, 47.4754127924], [-0.5490780936, 47.4754063093], [-0.549284273, 47.4753288367], [-0.5498202153, 47.475093529], [-0.5495501795, 47.4746692461], [-0.5501185863, 47.4742022699], [-0.5506309988, 47.4737928659], [-0.5508520644, 47.4736194213], [-0.5509383748, 47.4735582176], [-0.5521179858, 47.4727292681], [-0.5524082014, 47.472536589], [-0.5527991312, 47.4722795609], [-0.5533916662, 47.4718965319], [-0.5538831686, 47.471593177], [-0.5543404095, 47.4713142943], [-0.554386542, 47.4712885561], [-0.5540220847, 47.4710636025], [-0.5498624127, 47.4690594982], [-0.5497894985, 47.4690220747], [-0.5494087564, 47.4692922988], [-0.5488054049, 47.4697125823], [-0.548486716, 47.4699367577], [-0.5483217007, 47.4700535234], [-0.5477720234, 47.4705019], [-0.5477644833, 47.4705084374], [-0.546763619, 47.4717085475], [-0.5463002541, 47.4722966561], [-0.5462245654, 47.472417905], [-0.5460381064, 47.4727326568], [-0.5457325122, 47.4732952303], [-0.5454870304, 47.4737622593], [-0.5454858233, 47.4737640982], [-0.5454567922, 47.4738073333], [-0.545420176, 47.4738363822], [-0.5453766301, 47.4738611368], [-0.5453194633, 47.4738808998], [-0.545244339, 47.4738903969]]]}";47.4721995425,-0.549496085528
49007;ANGERS;490070304;Villoutreys;1;115;589;113;98;600;138;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5170486785, 47.4631815655], [-0.5171242989, 47.4632000044], [-0.5190156952, 47.463593355], [-0.5196692997, 47.4645206114], [-0.519765605, 47.4650150889], [-0.5197535496, 47.4652560391], [-0.5197249852, 47.46534701], [-0.5196871719, 47.4654589853], [-0.5196648488, 47.4655236364], [-0.5195882752, 47.4657331984], [-0.5195295139, 47.465870136], [-0.5195121649, 47.4659094067], [-0.5196113308, 47.465901902], [-0.5202574045, 47.4658859636], [-0.5205731473, 47.4658782137], [-0.5211391536, 47.4658773077], [-0.5217105587, 47.4658978612], [-0.5223466021, 47.4659515971], [-0.5230437448, 47.4660251056], [-0.5237340935, 47.4661366606], [-0.5244708738, 47.4662873536], [-0.5257051582, 47.4666275131], [-0.5259912017, 47.4667134589], [-0.5289444727, 47.4676700832], [-0.529729617, 47.4679490318], [-0.52973221, 47.467948052], [-0.529981047, 47.4678323753], [-0.5305870111, 47.4675707026], [-0.5310307961, 47.4673887369], [-0.5311684041, 47.4673395076], [-0.5321018046, 47.4670057161], [-0.5322869747, 47.4669523386], [-0.5332715473, 47.4666692464], [-0.5336983534, 47.4665724865], [-0.5340678185, 47.466613529], [-0.53424297, 47.4665694633], [-0.5352174742, 47.4663956901], [-0.5360481567, 47.4662776404], [-0.535797846, 47.4661897321], [-0.5351646614, 47.4662801546], [-0.5336511854, 47.4665423812], [-0.5320687057, 47.4663029811], [-0.5305237792, 47.4658470637], [-0.5313660728, 47.4648780799], [-0.5318013415, 47.4639836176], [-0.5325109699, 47.4620121466], [-0.53257168, 47.461341704], [-0.5326673799, 47.46063776], [-0.533015441, 47.4581212922], [-0.5330476208, 47.4579446046], [-0.5330739819, 47.4578005325], [-0.533109308, 47.4576111342], [-0.5326363274, 47.4573092172], [-0.5321748498, 47.4570204654], [-0.5307700243, 47.4561467088], [-0.5307340676, 47.456125273], [-0.5300187992, 47.4556946356], [-0.5299557742, 47.4556253627], [-0.5296066792, 47.4557711157], [-0.5293110122, 47.4559413781], [-0.5287285714, 47.4563564202], [-0.52828674, 47.4566473518], [-0.5277211932, 47.4569762737], [-0.5274099206, 47.4571316856], [-0.5267694661, 47.4573925895], [-0.5265908717, 47.4574646826], [-0.5263498166, 47.45755669], [-0.5232869053, 47.4586992331], [-0.5194889206, 47.459939618], [-0.5179708006, 47.4601900712], [-0.5172757336, 47.4619258204], [-0.5171757233, 47.4622640413], [-0.5170784638, 47.4626643527], [-0.5170534983, 47.4629516472], [-0.5170541193, 47.4631228316], [-0.5170486785, 47.4631815655]]]}";47.4620506915,-0.52623712835
49007;ANGERS;490070108;Louis Gain;1;103;485;63;85;456;96;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5441520108, 47.4697192304], [-0.5428571487, 47.4692900963], [-0.541687907, 47.4688913664], [-0.5386372435, 47.4678533171], [-0.5369571162, 47.4672835524], [-0.5361894197, 47.4673294102], [-0.5340678185, 47.466613529], [-0.5336983534, 47.4665724865], [-0.5332715473, 47.4666692464], [-0.5322869747, 47.4669523386], [-0.5321018046, 47.4670057161], [-0.5311684041, 47.4673395076], [-0.5310307961, 47.4673887369], [-0.5305870111, 47.4675707026], [-0.529981047, 47.4678323753], [-0.52973221, 47.467948052], [-0.529729617, 47.4679490318], [-0.5298970107, 47.4680088316], [-0.5319072265, 47.4688290892], [-0.5320294152, 47.4688884559], [-0.5324470325, 47.4690749176], [-0.5332404897, 47.4693986449], [-0.5340691515, 47.4697321109], [-0.5382887895, 47.4714258701], [-0.5398506741, 47.4719136131], [-0.5409498526, 47.4721766295], [-0.541020886, 47.4722258296], [-0.5412292671, 47.4721816439], [-0.5420721975, 47.4719262173], [-0.5440928887, 47.4702310422], [-0.5441315497, 47.4697513913], [-0.5441520108, 47.4697192304]]]}";47.4692850208,-0.537486763054
49007;ANGERS;490070403;Lorette;1;85;408;69;85;424;61;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5448384742, 47.4518784828], [-0.5448926766, 47.4520750705], [-0.5449044432, 47.4521323816], [-0.5449720364, 47.4523907363], [-0.5450138334, 47.4525002964], [-0.5452218386, 47.4529931604], [-0.5453153877, 47.4531218684], [-0.5454763891, 47.4533061903], [-0.5458579094, 47.4536306684], [-0.5473160366, 47.4543836806], [-0.548124549, 47.4547960535], [-0.5483225219, 47.4548765201], [-0.5483983799, 47.4548985359], [-0.548911467, 47.4550829274], [-0.5519803132, 47.4562625146], [-0.5539925649, 47.4570345723], [-0.5540211256, 47.4570445129], [-0.5539318048, 47.4565597514], [-0.5535943993, 47.4547597661], [-0.5533691482, 47.4535681947], [-0.5533280272, 47.4534090564], [-0.5532897495, 47.4532327104], [-0.5530817219, 47.45208026], [-0.5529668506, 47.4514304766], [-0.5528811678, 47.4509401959], [-0.5528287561, 47.4506309197], [-0.5522324406, 47.4506932834], [-0.5503130707, 47.4508969516], [-0.5494614597, 47.4509959267], [-0.5491655482, 47.4510409986], [-0.5485928806, 47.4511395666], [-0.5473991265, 47.4513679063], [-0.5458550724, 47.4516627786], [-0.5448384742, 47.4518784828]]]}";47.4533497735,-0.550071968479
49007;ANGERS;490070301;Volney;1;118;334;63;146;361;99;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5488059966, 47.4647926486], [-0.5487740158, 47.4646710764], [-0.548533976, 47.4642774141], [-0.5484541973, 47.4641563984], [-0.5478333081, 47.4631489955], [-0.5474133356, 47.4624661624], [-0.5472002098, 47.4621374562], [-0.5458611129, 47.4599354717], [-0.5454721494, 47.4592787197], [-0.545128962, 47.4586710325], [-0.5449974276, 47.4585506904], [-0.5447854458, 47.4583390864], [-0.544284257, 47.4578731755], [-0.5441989363, 47.457848742], [-0.5440413443, 47.4578364218], [-0.5437565616, 47.4579297981], [-0.5436429593, 47.4579999384], [-0.543280963, 47.4582515527], [-0.5427265264, 47.4586468914], [-0.5423071846, 47.4589957632], [-0.541252676, 47.4601668315], [-0.5408275327, 47.4606492339], [-0.5402811427, 47.4613074301], [-0.5406525312, 47.4614583243], [-0.5414688676, 47.46180743], [-0.5397266586, 47.4630687923], [-0.5386008198, 47.4638464261], [-0.5378315866, 47.4643104438], [-0.5370239492, 47.4651585816], [-0.536870209, 47.4653254487], [-0.5366628135, 47.4655651313], [-0.5364146508, 47.4659520271], [-0.5363756869, 47.4661063944], [-0.536392808, 47.4661040719], [-0.5368957516, 47.4660536444], [-0.5373578217, 47.4660080615], [-0.5398746457, 47.4658080792], [-0.5425492768, 47.4655834141], [-0.5451182128, 47.4653682145], [-0.5463194255, 47.4652676359], [-0.5486650532, 47.4650717776], [-0.5487029423, 47.4650219636], [-0.5487761275, 47.4649233157], [-0.5488059966, 47.4647926486]]]}";47.4628011116,-0.543236193118
49007;ANGERS;490070404;Bon Repos;1;57;289;62;41;241;30;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5448384742, 47.4518784828], [-0.5437847614, 47.4520754845], [-0.5433809413, 47.4521562675], [-0.5410886893, 47.4525882991], [-0.540865384, 47.4526266338], [-0.5409556754, 47.4527464333], [-0.5415859078, 47.453597698], [-0.5419498428, 47.4540984351], [-0.5433849566, 47.4561299351], [-0.544258028, 47.4573567516], [-0.5444308653, 47.4575992849], [-0.5451766895, 47.4571251177], [-0.5482396564, 47.45512955], [-0.5482916579, 47.4549720757], [-0.5483225219, 47.4548765201], [-0.548124549, 47.4547960535], [-0.5473160366, 47.4543836806], [-0.5458579094, 47.4536306684], [-0.5454763891, 47.4533061903], [-0.5453153877, 47.4531218684], [-0.5452218386, 47.4529931604], [-0.5450138334, 47.4525002964], [-0.5449720364, 47.4523907363], [-0.5449044432, 47.4521323816], [-0.5448926766, 47.4520750705], [-0.5448384742, 47.4518784828]]]}";47.4545204174,-0.544494720973
49007;ANGERS;490070408;Baumette (Zone Naturelle);3;0;0;1;4;0;0;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5803651714, 47.4566531013], [-0.5789483231, 47.4568633987], [-0.5756558186, 47.4567808097], [-0.5716980103, 47.4561454548], [-0.5716573827, 47.456173735], [-0.5716371833, 47.456209498], [-0.5709822291, 47.4567477347], [-0.57051419, 47.4571603851], [-0.5701391436, 47.4575530589], [-0.5698615623, 47.4578931804], [-0.5692481356, 47.4586761312], [-0.5682918562, 47.460036383], [-0.5667519606, 47.4620705134], [-0.5667335087, 47.4620927053], [-0.5665616502, 47.462305225], [-0.5666043753, 47.4623282449], [-0.5666170214, 47.4623584945], [-0.5666193589, 47.4623935655], [-0.5661083999, 47.4636986921], [-0.5659438354, 47.464200238], [-0.565709009, 47.4651031208], [-0.5655352021, 47.4662438234], [-0.5654125876, 47.4671757053], [-0.5658213088, 47.4674064767], [-0.5669979076, 47.46803272], [-0.5673783129, 47.4682571454], [-0.5678228109, 47.4681074533], [-0.5713521343, 47.4668701214], [-0.5738599167, 47.4660578348], [-0.5766090587, 47.4651002051], [-0.5766203924, 47.4650908458], [-0.5767446501, 47.4649419496], [-0.5776588131, 47.4634504608], [-0.5784301645, 47.4617912441], [-0.5802068598, 47.4570670743], [-0.5803651714, 47.4566531013]]]}";47.461901359,-0.572520640341
49007;ANGERS;490070505;ZA Nid de Pie;3;5;54;6;6;55;5;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6117146996, 47.4695784545], [-0.6112880929, 47.4694601311], [-0.6106775055, 47.4693330969], [-0.6093178033, 47.4690544802], [-0.6089943846, 47.4690275652], [-0.6086712088, 47.4690042461], [-0.6083403188, 47.4689847699], [-0.608027215, 47.4689728512], [-0.6076986218, 47.4689677198], [-0.607356767, 47.4689629985], [-0.6069159349, 47.4689685529], [-0.6065006029, 47.468977821], [-0.6050150615, 47.4690400706], [-0.6025215113, 47.4691515329], [-0.6021280014, 47.4691691209], [-0.6019809172, 47.4691754758], [-0.6003764932, 47.4692485545], [-0.600175096, 47.4692574886], [-0.6001668612, 47.4693523598], [-0.6001441893, 47.4695684263], [-0.6000362935, 47.4705719948], [-0.5999537705, 47.4713206654], [-0.599893077, 47.4718605043], [-0.5997541859, 47.4731146368], [-0.5997484112, 47.4731670796], [-0.6006591321, 47.4731127745], [-0.6010471243, 47.4730917588], [-0.6018283581, 47.4730684842], [-0.601844048, 47.4731238673], [-0.6019752883, 47.4731189044], [-0.602996807, 47.4730521405], [-0.6034184391, 47.4730372842], [-0.603966127, 47.473019424], [-0.6052180008, 47.4729788479], [-0.607374323, 47.4729093257], [-0.6076168469, 47.4728991047], [-0.6078180141, 47.4728865608], [-0.6079867445, 47.4728660111], [-0.6081672292, 47.4728423933], [-0.6083498811, 47.4728114992], [-0.6085334951, 47.4727751682], [-0.6087570704, 47.4727204767], [-0.6090269951, 47.4726436219], [-0.6115788671, 47.4718778087], [-0.6126200904, 47.4707452301], [-0.6124549577, 47.4705827488], [-0.6123286595, 47.4704442931], [-0.611827891, 47.469798418], [-0.6117146996, 47.4695784545]]]}";47.4709922313,-0.605682508872
49007;ANGERS;490070804;Haarlem;2;58;258;28;75;259;25;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5227534537, 47.4818602402], [-0.5227427464, 47.4821416961], [-0.5227171623, 47.4826614831], [-0.5226664664, 47.4837082508], [-0.5226322101, 47.4844193251], [-0.5226071923, 47.4849679283], [-0.5225646538, 47.4858964087], [-0.5225363057, 47.4865559428], [-0.5225272312, 47.4867814828], [-0.5227178333, 47.4867892312], [-0.5228400646, 47.4867882356], [-0.5230017406, 47.4867806398], [-0.5231987035, 47.4867638662], [-0.5245100998, 47.4866331629], [-0.5256798365, 47.4863499498], [-0.5257084301, 47.4863400732], [-0.5270998393, 47.4862537722], [-0.5270446725, 47.4857598582], [-0.5268912298, 47.4845012144], [-0.526725855, 47.4832429314], [-0.5266751636, 47.4827966376], [-0.5266748673, 47.4826308505], [-0.5267009539, 47.4825426568], [-0.5267370822, 47.4824253247], [-0.5270034726, 47.4818288574], [-0.5274232556, 47.4808979504], [-0.5259859326, 47.4801242313], [-0.5254952101, 47.4803823831], [-0.5234094627, 47.4815078925], [-0.5229243175, 47.4817703691], [-0.5227534537, 47.4818602402]]]}";47.4836900679,-0.524862892364
49007;ANGERS;490070601;Yolande d'Aragon;2;134;403;57;127;389;35;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5766287539, 47.4738041955], [-0.5766821706, 47.4737881364], [-0.5769141012, 47.473738657], [-0.5771257123, 47.4737033181], [-0.5772075188, 47.4737143201], [-0.5772821526, 47.4737174326], [-0.5773752344, 47.4737181759], [-0.5775237839, 47.4736937856], [-0.5775050489, 47.4736123618], [-0.5774451489, 47.4734718299], [-0.5773698251, 47.4732795086], [-0.5773135579, 47.4730541621], [-0.5773292363, 47.4730302516], [-0.5773401507, 47.4730145975], [-0.5772350804, 47.4729736735], [-0.576861822, 47.4728175421], [-0.5763139369, 47.472573963], [-0.5759509335, 47.4724121071], [-0.575315171, 47.472126169], [-0.5746649465, 47.471842474], [-0.5742631912, 47.4716772979], [-0.5736684255, 47.4714477622], [-0.573216339, 47.4712850293], [-0.572825252, 47.4711600701], [-0.5721771377, 47.4709673076], [-0.5716182949, 47.4708177576], [-0.5692977229, 47.4701969142], [-0.5689881992, 47.4701190011], [-0.5682068092, 47.4699798644], [-0.5680146413, 47.4699479105], [-0.5679586403, 47.469945122], [-0.5677760489, 47.4699372036], [-0.5675504119, 47.4699414177], [-0.5673427352, 47.4699558938], [-0.5671160644, 47.4699844681], [-0.5669104256, 47.4700295181], [-0.5667239531, 47.4700829913], [-0.5665388589, 47.4701571469], [-0.5663341031, 47.4702553332], [-0.5661199277, 47.4703916535], [-0.565692285, 47.4706949083], [-0.5655725326, 47.4707724668], [-0.5650245386, 47.4711244607], [-0.5649480793, 47.4711736595], [-0.5643750496, 47.4715489442], [-0.5643496627, 47.4715668424], [-0.5654234223, 47.472363855], [-0.5667165261, 47.4733406621], [-0.5668636417, 47.4734541962], [-0.5669196915, 47.4734975329], [-0.5675611924, 47.4740095136], [-0.5676555585, 47.4741291692], [-0.5677262204, 47.4741125856], [-0.567852048, 47.4740862011], [-0.5684777452, 47.4739624915], [-0.5695589713, 47.4738139949], [-0.5710809459, 47.4736582726], [-0.5722235512, 47.4736529434], [-0.5734612054, 47.4737374972], [-0.5754425495, 47.4738532588], [-0.5755531139, 47.4738570708], [-0.5762734722, 47.4738772889], [-0.5764666362, 47.4738443202], [-0.5765202935, 47.4738318582], [-0.5766287539, 47.4738041955]]]}";47.4722050809,-0.570362259318
49007;ANGERS;490071109;ZA Bouché Thomas;3;0;0;0;0;0;0;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5522620918, 47.4412317911], [-0.5519454892, 47.4411243175], [-0.5518456707, 47.441101234], [-0.5515983621, 47.4410772475], [-0.5512106683, 47.4410593491], [-0.5508083345, 47.4410409953], [-0.5496986064, 47.4410307147], [-0.5493512615, 47.4410404138], [-0.5491095862, 47.4410613049], [-0.5483040031, 47.4412111357], [-0.5477295627, 47.4413214713], [-0.5472018405, 47.4413952367], [-0.5468503227, 47.4414221762], [-0.5461675563, 47.4414411924], [-0.5451808416, 47.4414433377], [-0.544463388, 47.4414399729], [-0.5438486275, 47.4414028376], [-0.5433479228, 47.4413631256], [-0.5426315042, 47.4412750154], [-0.5420801937, 47.4412332351], [-0.5416626692, 47.4412261253], [-0.5411175969, 47.4412183919], [-0.541163218, 47.4413458589], [-0.5417507403, 47.4426778034], [-0.5432211969, 47.4447262522], [-0.5455043581, 47.4464084026], [-0.5494655289, 47.4480924868], [-0.54962241, 47.4481345566], [-0.5499183427, 47.4482102287], [-0.5502967674, 47.4482878879], [-0.550425059, 47.4478388328], [-0.5505467664, 47.4474107035], [-0.5505529906, 47.4473843818], [-0.5506903856, 47.4468323236], [-0.550799011, 47.4464072963], [-0.5509506582, 47.445889945], [-0.5511677809, 47.4452183095], [-0.5513564785, 47.444698925], [-0.5514467167, 47.4444573799], [-0.5515618107, 47.4443502399], [-0.5516407628, 47.4443189942], [-0.5516555521, 47.4440013573], [-0.5516888008, 47.4437417279], [-0.552020696, 47.4419375125], [-0.552097113, 47.4416279052], [-0.5521048404, 47.4416042407], [-0.5521525893, 47.4414631126], [-0.5522620918, 47.4412317911]]]}";47.4439237595,-0.547362083823
49007;ANGERS;490070706;ZA Larrey;3;21;29;8;8;16;0;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5561994922, 47.4786103463], [-0.5556300568, 47.4793017522], [-0.5554611452, 47.4794600958], [-0.5551199138, 47.4798255448], [-0.5546809367, 47.4803003051], [-0.5542928607, 47.4807410703], [-0.5533556597, 47.4819798346], [-0.5533093733, 47.482043422], [-0.5532024349, 47.4821944634], [-0.5531050205, 47.4823488183], [-0.5529499641, 47.4825959415], [-0.5525537117, 47.4832342852], [-0.5542154676, 47.4837773696], [-0.5564180514, 47.4840371895], [-0.5586200192, 47.4842474277], [-0.5587778327, 47.4842218783], [-0.5589396258, 47.484196207], [-0.5591937304, 47.484179427], [-0.5593085341, 47.4841867298], [-0.5594321468, 47.4839468666], [-0.5595828982, 47.4836953604], [-0.5599810552, 47.4830668441], [-0.5600503245, 47.4829692108], [-0.5602090501, 47.482797656], [-0.5604615891, 47.479322562], [-0.5604787619, 47.4792211153], [-0.5602755152, 47.4792228269], [-0.5590615202, 47.4792356246], [-0.5582084684, 47.479299551], [-0.5580470592, 47.4793107927], [-0.5579281671, 47.4793018119], [-0.5576750852, 47.4792536805], [-0.557470914, 47.4791815267], [-0.5566622268, 47.4788331921], [-0.5561994922, 47.4786103463]]]}";47.4816928947,-0.557028044472
49007;ANGERS;490071113;Dumont d'Urville;1;82;346;63;76;326;37;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5609454357, 47.4470351721], [-0.5610332063, 47.446956793], [-0.5619449875, 47.4459466791], [-0.5623046409, 47.4446443897], [-0.5624208875, 47.4436766525], [-0.5623918027, 47.443638796], [-0.5623916412, 47.4435964492], [-0.5624035295, 47.4435555356], [-0.5624294514, 47.4435259065], [-0.5623893343, 47.4435019043], [-0.5622704793, 47.4434523795], [-0.5620795652, 47.4433978525], [-0.5618626787, 47.4433522305], [-0.561363586, 47.4432774029], [-0.5570513533, 47.4429470922], [-0.5570420147, 47.4429464766], [-0.5568483792, 47.4430307936], [-0.5567304196, 47.4431145983], [-0.5564328586, 47.4433940261], [-0.5562023839, 47.4436236438], [-0.5563321223, 47.4435971497], [-0.5565662415, 47.4437422768], [-0.5566230773, 47.4438180333], [-0.5566583718, 47.4439494154], [-0.5567341706, 47.4442705915], [-0.5567516688, 47.4443340344], [-0.5568309741, 47.4445280485], [-0.5570020769, 47.4448841563], [-0.557124912, 47.4450335864], [-0.5571546023, 47.4450606125], [-0.5572268696, 47.445128688], [-0.5574833922, 47.4453109744], [-0.5575793421, 47.4453756222], [-0.5580925065, 47.4456419697], [-0.5584016516, 47.4457965127], [-0.5591501277, 47.4461655909], [-0.5607891065, 47.4469615621], [-0.5609454357, 47.4470351721]]]}";47.4446407418,-0.559651290397
49007;ANGERS;490070904;Gate Argent;1;173;581;78;226;552;69;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5291771854, 47.4747040007], [-0.5300387118, 47.4746283147], [-0.5303477158, 47.4745982174], [-0.5307350549, 47.4745468205], [-0.5317320449, 47.4744093437], [-0.5321988046, 47.474333005], [-0.5322600745, 47.4743149262], [-0.5326130626, 47.4743069158], [-0.5329323566, 47.4744125612], [-0.5333739738, 47.4745793695], [-0.5340993778, 47.4748574019], [-0.5346540339, 47.475528077], [-0.5348440402, 47.4754267927], [-0.535100997, 47.4752928381], [-0.5351228324, 47.475281362], [-0.535451747, 47.4751100791], [-0.5364460798, 47.4745905873], [-0.5386056352, 47.4734436577], [-0.540277035, 47.4725728475], [-0.5406862427, 47.4723702716], [-0.5408473879, 47.4722950849], [-0.541020886, 47.4722258296], [-0.5409498526, 47.4721766295], [-0.5398506741, 47.4719136131], [-0.5382887895, 47.4714258701], [-0.5340691515, 47.4697321109], [-0.5332404897, 47.4693986449], [-0.5324470325, 47.4690749176], [-0.5320294152, 47.4688884559], [-0.531949108, 47.468960276], [-0.5317477426, 47.4695737111], [-0.5315432248, 47.4701998561], [-0.5299940145, 47.4732861735], [-0.5291771854, 47.4747040007]]]}";47.4724311244,-0.534426014402
